Bib Key,Title,Abstract,Not in English,Not a scientific paper,Not peer-reviewed,No scalable stream processing,No real-world scenario performance benchmarking and insights,Optimizations,R1,R2,Final decision,Comments,Authors,Year,Publisher,Doi,Source
Kritikakis2016,An FPGA-based high-throughput stream join architecture,"Stream join is a fundamental operation that combines information from different high-speed and high-volume data streams. This paper presents an FPGA-based architecture that maps the most performance-efficient stream join algorithm, i.e. ScaleJoin, to reconfigurable logic. The system was fully implemented on a Convey HC-2ex hybrid computer and the experimental performance evaluation shows that the proposed system outperforms by up to one order of magnitude the corresponding fully optimized parallel software-based solution running on a high-end 48-core multiprocessor platform. The proposed architecture can be used as a generic template for mapping stream processing algorithms to reconfigurable logic, taking into consideration real-world challenges. © 2016 EPFL.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Kritikakis, C. and Chrysos, G. and Dollas, A. and Pnevmatikatos, D.N.",2016,FPL 2016 - 26th International Conference on Field-Programmable Logic and Applications,10.1109/FPL.2016.7577354,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Martin2014270,Predicting energy consumption with StreamMine3G,"In this paper, we present our approach on solving the DEBS Grand Challenge using StreamMine3G, a distributed, highly scalable, elastic and fault tolerant ESP system. We will provide an overview about the system architecture of Stream-Mine3G and implementation details of an application aimed at consumption prediction and outlier detection. Using our elastic approach, we can provide an accurate prediction as we can keep a practically unbounded history able to deal with high volume, highly fluctuating workloads. Our system also provides techniques for dealing with incomplete data in the source stream, which is a common problem when processing data from a large number of sources. Finally, we provide performance measurements showing that we are able to process the dataset given as part of the 2014 DEBS Challenge (135 GB) at a throughput of up to 40 kEvents/s. © 2014 ACM.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Martin, A. and Marinho, R. and Brito, A. and Fetzer, C.",2014,DEBS 2014 - Proceedings of the 8th ACM International Conference on Distributed Event-Based Systems,10.1145/2611286.2611325,scopus-search1.bib
Whittier20132,Towards window stream queries over continuous phenomena,"Technological advances have created an unprecedented availability of inexpensive sensors capable of streaming environmental data in real-time. Data stream engines (DSE) with tuple processing rates of around 500k tuples/s have demonstrated their ability to both keep up with large numbers of spatio-temporal data streams, and execute stream window queries over them efficiently. Typically, geographically distributed sensors take samples asynchronously; however, when approximating the reality of a continuous phenomenon - - such as the radiation field over an urban region- the objective is to integrate their values correctly over space as well as over time. This paper presents an approach to extend DSEs with support enabling sliding window queries over dynamic continuous phenomena, which return both spatio-temporal snapshot and movies as window query results. We introduce a novel grid-pane index as a main memory index structure shared between multi-queries over a phenomenon and an adaptive, data driven kNN algorithm for efficiently approximating cells based on available stream data samples. AkNN implements a spatio-temporal inverse distance weighting interpolation (IDW) method that integrates time with space via an anisotropic ratio. Further, we introduce the shell list template that allows quick calculation of NN cells by distance in a space-time (ST) cuboid. We performed extensive performance evaluations using the Fukushima nuclear event in March 2011 as a test data set. © 2013 ACM.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Whittier, J.C. and Nittel, S. and Plummer, M.A. and Liang, Q.",2013,"Proceedings of the 4th ACM SIGSPATIAL International Workshop on GeoStreaming, IWGS 2013",10.1145/2534303.2534305,scopus-search1.bib
Mazur20111102,Towards scalable one-pass analytics using MapReduce,"An integral part of many data-intensive applications is the need to collect and analyze enormous datasets efficiently. Concurrent with such application needs is the increasing adoption of MapReduce as a programming model for processing large datasets using a cluster of machines. Current MapReduce systems, however, require the data set to be loaded into the cluster before running analytical queries, and thereby incur high delays to start query processing. Furthermore, existing systems are geared towards batch processing. In this paper, we seek to answer a fundamental question: what architectural changes are necessary to bring the benefits of the MapReduce computation model to incremental, one-pass analytics, i.e., to support stream processing and online aggregation? To answer this question, we first conduct a detailed empirical performance study of current MapReduce implementations including Hadoop and MapReduce Online using a variety of workloads. By doing so, we identify several drawbacks of existing systems for one-pass analytics. Based on the insights from our study, we list key design requirements for incremental one-pass analytics and argue for architectural changes of MapReduce systems to overcome their current limitations. We conclude by sketching an initial design of our new MapReduce-based platform for incremental one-pass analytics and showing promising preliminary results. © 2011 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Mazur, E. and Li, B. and Diao, Y. and Shenoy, P.",2011,IEEE International Symposium on Parallel and Distributed Processing Workshops and Phd Forum,10.1109/IPDPS.2011.251,scopus-search1.bib;ieee2-search1.bib
Pianese2007317,Resource and locality awareness in an incentive-based P2P live streaming system,"One of the main challenges in P2P live streaming is the efficient allocation of the available resources. This paper presents an experimental evaluation of the effects of a local pairwise incentive mechanism applied to an unstructured mesh-based architecture. We focus on the relationship between resource availability in the system and the average quality of its data distribution paths, both in terms of bandwidth efficiency and awareness to network locality. We show via large scale testbed experiments based on the PULSE live streaming system that the introduction of appropriate incentive-based policies as the main peer selection mechanism can lead to a global content distribution mesh which has properties similar to tree-based structured systems. © 2007 ACM.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Pianese, F. and Perino, D.",2007,"Proceedings of the 2007 Workshop on Peer-to-Peer Streaming and IP-TV, P2P-TV'07",10.1145/1326320.1326323,scopus-search1.bib;acm2-search1.bib
Tu200469,Performance analysis of a hybrid media streaming system,"Recent research efforts have demonstrated the promising potential of building cost-effective media streaming systems on top of peer-to-peer (P2P) networks. A P2P media streaming architecture can reach large size and streaming capacity that are difficult to achieve in conventional server-based streaming services. Hybrid streaming systems that combine the use of dedicated streaming servers and P2P networks were proposed to build on the advantages of both paradigms. However, the dynamics of such systems and the impact of various factors on system behaviors are not totally clear. In this paper, we present an analytical framework to quantitatively study the features of a hybrid media streaming model. Based on this framework, we derive an equation to describe the capacity growth of a single-file streaming system. We then extend the analysis to multi-file scenarios by solving an optimization problem. We also show that the system model achieves optimal allocation of server bandwidth among different media objects. The unpredictable departure/failure of peers is a critical factor that affects performance of P2P systems. To model peer failures in our system, we propose the concept of peer lifespan. The original equation is enhanced with coefficients generated from the distribution of peer lifespan. Results from large-scale simulations support our analysis.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Tu, Y.-C. and Sun, J. and Prabhakar, S.",2004,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.538806,scopus-search1.bib;web-of-science-search1.bib
Jonathan2020221,WASP: Wide-area Adaptive Stream Processing,"Adaptability is critical for stream processing systems to ensure stable, low-latency, and high-throughput processing of long-running queries. Such adaptability is particularly challenging for wide-area stream processing due to the highly dynamic nature of the wide-area environment, which includes unpredictable workload patterns, variable network bandwidth, occurrence of stragglers, and failures. Unfortunately, existing adaptation techniques typically achieve these performance goals by compromising the quality/accuracy of the results, and they are often application-dependent. In this work, we rethink the adaptability property of wide-area stream processing systems and propose a resource-aware adaptation framework, called WASP. WASP adapts queries through a combination of multiple techniques: task re-assignment, operator scaling, and query re-planning, and applies them in a WAN-aware manner. It is able to automatically determine which adaptation action to take depending on the type of queries, dynamics, and optimization goals. We have implemented a WASP prototype on Apache Flink. Experimental evaluation with the YSB benchmark and a real Twitter trace shows that WASP can handle various dynamics without compromising the quality of the results. © 2020 Association for Computing Machinery.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Jonathan, A. and Chandra, A. and Weissman, J.",2020,Middleware 2020 - Proceedings of the 2020 21st International Middleware Conference,10.1145/3423211.3425668,scopus-search1.bib;web-of-science-search1.bib;acm2-search1.bib
Rodrigo2019223,Latency-Aware Secure Elastic Stream Processing with Homomorphic Encryption,"Increasingly organizations are elastically scaling their stream processing applications into the infrastructure as a service clouds. However, state-of-the-art approaches for elastic stream processing do not consider the potential threats of exposing their data to third parties in cloud environments. We present the design and implementation of an Elastic Switching Mechanism for data stream processing which is based on homomorphic encryption (HomoESM). The HomoESM not only elastically scales data stream processing applications into public clouds but also preserves the privacy of such applications. Using a real-world test setup, which includes an E-mail Filter benchmark and a Web server access log processor benchmark (EDGAR), we demonstrate the effectiveness of our approach. Experiments on Amazon EC2 indicate that the proposed approach for homomorphic encryption provides a significant result which is 10–17% improvement in average latency in the case of E-mail Filter benchmark and EDGAR benchmark, respectively. Furthermore, EDGAR add/subtract operations, multiplication, and comparison operations showed up to 6.13%, 7.81%, and 26.17% average latency improvements, respectively. Finally, we evaluate the potential of scaling the homomorphic stream processor in the public cloud. These results indicate the potential for real-world deployments of secure elastic data stream processing applications. © 2019, The Author(s).",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Rodrigo, A. and Dayarathna, M. and Jayasena, S.",2019,Data Science and Engineering,10.1007/s41019-019-00100-5,scopus-search1.bib
Trotter2019136,Forecasting a Storm: Divining Optimal Configurations using Genetic Algorithms and Supervised Learning,"With the advent of Big Data platforms like Apache Storm, computations once deemed infeasible locally become possible at scale. However, doing so entails orchestrating powerful yet expensive clusters. With its focus on stream processing, Storm optimizes for low-latency and high throughput. However, to realize this goal and thereby maximize the utility of these clusters' resources, operators must execute these tasks under their optimal configurations. Yet, the search space for finding such configurations is so vast and time-consuming to explore so as to be effectively intractable due to issues like the temporal overhead of testing new candidate configurations, the sheer number of permutations of parameters within each configuration and their interdependence among each other. In order to efficiently cover the search space, we automate the process with genetic algorithms. Moreover, we fuse this technique not only with additional cluster information gleaned from JMX profiling and Storm performance data but also with classifiers constructed from training data from past executions of a plethora of Storm topologies. Utilizing a diverse set of Storm benchmark topologies as evaluation data, we show that the fully enhanced genetic algorithms can efficiently find configurations that perform on average 4.67x better than 'rules of thumb'-derived manual baselines. Moreover, we demonstrate that our fully refined classifiers enhance the GA throughput on average across the topologies by 22% while reducing search time by a factor of 6.47x. © 2019 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Trotter, M. and Wood, T. and Hwang, J.",2019,"Proceedings - 2019 IEEE International Conference on Autonomic Computing, ICAC 2019",10.1109/ICAC.2019.00025,scopus-search1.bib;web-of-science-search1.bib;ieee1-search1.bib
Zvara2019578,Optimizing distributed data stream processing by tracing,"Heterogeneous mobile, sensor, IoT, smart environment, and social networking applications have recently started to produce unbounded, fast, and massive-scale streams of data that have to be processed “on the fly”. Systems that process such data have to be enhanced with detection for operational exceptions and with triggers for both automated and manual operator actions. In this paper, we illustrate how tracing in distributed data processing systems can be applied to detecting changes in data and operational environment to maintain the efficiency of heterogeneous data stream processing systems under potentially changing data quality and distribution. By the tracing of individual input records, we can (1) identify outliers in a web crawling and document processing system and use the insights to define URL filtering rules; (2) identify heavy keys, such as NULL, that should be filtered before processing; (3) give hints to improve the key-based partitioning mechanisms; and (4) measure the limits of overpartitioning if heavy thread-unsafe libraries are imported. By using Apache Spark as illustration, we show how various data stream processing efficiency issues can be mitigated or optimized by our distributed tracing engine. We describe and qualitatively compare two different designs, one based on reporting to a distributed database and another based on trace piggybacking. Our prototype implementation consists of wrappers suitable for JVM environments in general, with minimal impact on the source code of the core system. Our tracing framework is the first to solve tracing in multiple systems across boundaries and to provide detailed performance measurements suitable for automated optimization, not just debugging. © 2018 Elsevier B.V.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Zvara, Z. and Szabó, P.G.N. and Balázs, B. and Benczúr, A.",2019,Future Generation Computer Systems,10.1016/j.future.2018.06.047,scopus-search1.bib
Ma201526,Live Data Replication Approach from Relational Tables to Schema-Free Collections Using Stream Processing Framework,"Recent researches focus on the data replication issue from relational tables to schema-free collections in a batch processing way. However, there are few publications on live data replication in real time. In this paper, we attempt to address this legacy issue with new stream processing framework. The process of replication consists of log-based change data capture and stream-based data replication. Data replication mappings are present, and the proposed architecture of stream processing framework including column grouping, column merging and column versioning, is introduced to avoid data lost in case of failure. Finally, our experimental evaluation of live data replication approach with stream processing framework shows the higher effectiveness and efficiency than current methods. © 2015 IEEE.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"Ma, K. and Yang, B.",2015,"Proceedings - 2015 10th International Conference on P2P, Parallel, Grid, Cloud and Internet Computing, 3PGCIC 2015",10.1109/3PGCIC.2015.64,scopus-search1.bib
Ravishankar2012617,Analysis and evaluation of greedy thread swapping based dynamic power management for MPSoC platforms,"Thread migration (TM) is a recently proposed dynamic power management technique for heterogeneous multi-processor system-on-chip (MPSoC) platforms that eliminates the area and power overheads incurred by fine-grained dynamic voltage and frequency scaling (DVFS) based power management. In this paper, we take the first step towards formally analyzing and experimentally evaluating the use of power-aware TM for parallel data streaming applications on MPSoC platforms. From an analysis perspective, we characterize the optimal mapping of threads to cores and prove the convergence properties of a complexity effective greedy thread swapping based TM algorithm to the globally optimal solution. The proposed techniques are evaluated on a 9-core FPGA based MPSoC prototype equipped with fully-functional TM and DVFS support, and running a parallelized video encoding benchmark based on the Motion Picture Experts Group (MPEG-2) standard. Our experimental results validate the proposed theoretical analysis, and show that the proposed TM algorithm provides within 8% of the DVFS performance under the same power budget, and assuming no overheads for DVFS. Assuming voltage regulator inefficiency of 80%, the proposed TM algorithm has 9% higher performance than DVFS, again under the same total power budget. © 2012 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Ravishankar, C. and Ananthanarayanan, S. and Garg, S. and Kennings, A.",2012,"Proceedings - International Symposium on Quality Electronic Design, ISQED",10.1109/ISQED.2012.6187557,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Ericson201133,On the performance of distributed clustering algorithms in file and streaming processing systems,"There is often a need to cluster voluminous amounts of data. Such clustering has application in fields such as pattern recognition, data mining, bioinformatics, and recommendation systems. Here we evaluate the performance of 4 clustering algorithms viz. K-means, Fuzzy k-means, Dirichlet, and Latent Dirichlet Allocation within two different cloud runtimes: Hadoop and Granules. Our benchmarks use identical clustering code with both Hadoop and Granules. The difference between these implementations stem from how the Hadoop and Granules runtimes (1) support and manage the lifecycle of individual computations, and (2) how they orchestrate exchange of data between different stages of the computational pipeline during successive iterations of the clustering algorithm. We also include an analysis of our results for each of these clustering algorithms in a distributed setting. © 2011 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Ericson, K. and Pallickara, S.",2011,"Proceedings - 2011 4th IEEE International Conference on Utility and Cloud Computing, UCC 2011",10.1109/UCC.2011.15,scopus-search1.bib;ieee2-search1.bib
Kuntschke2006769,Data stream sharing,"Recent research efforts in the fields of data stream processing and data stream management systems (DSMSs) show the increasing importance of processing data streams, e. g., in the e-science domain. Together with the advent of peer-to-peer (P2P) networks and grid computing, this leads to the necessity of developing new techniques for distributing and processing continuous queries over data streams in such networks. In this paper, we present a novel approach for optimizing the integration, distribution, and execution of newly registered continuous queries over data streams in grid-based P2P networks. We introduce Windowed XQuery (WXQuery), our XQuery-based subscription language for continuous queries over XML data streams supporting window-based operators. Concentrating on filtering and window-based aggregation, we present our stream sharing algorithms as well as experimental evaluation results from the astrophysics application domain to assess our approach. © Springer-Verlag Berlin Heidelberg 2006.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Kuntschke, R. and Kemper, A.",2006,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/11896548_58,scopus-search1.bib;web-of-science-search1.bib
Henning202185,How to measure scalability of distributed stream processing engines?,"Scalability is promoted as a key quality feature of modern big data stream processing engines. However, even though research made huge efforts to provide precise definitions and corresponding metrics for the term scalability, experimental scalability evaluations or benchmarks of stream processing engines apply different and inconsistent metrics. With this paper, we aim to establish general metrics for scalability of stream processing engines. Derived from common definitions of scalability in cloud computing, we propose two metrics: a load capacity function and a resource demand function. Both metrics relate provisioned resources and load intensities, while requiring specific service level objectives to be fulfilled. We show how these metrics can be employed for scalability benchmarking and discuss their advantages in comparison to other metrics, used for stream processing engines and other software systems. © 2021 Association for Computing Machinery.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,INCLUDED,INCLUDED,EXCLUDED,It seems to be a workshop paper showing a theodolite execution. Probably more relevant to focus in the original theodolite.,"Henning, S. and Hasselbring, W.",2021,ICPE 2021 - Companion of the ACM/SPEC International Conference on Performance Engineering,10.1145/3447545.3451190,scopus-search1.bib;acm1-search1.bib;scholar.bib
Koo2020,IoT-enabled directed acyclic graph in spark cluster,"Real-time data streaming fetches live sensory segments of the dataset in the heterogeneous distributed computing environment. This process assembles data chunks at a rapid encapsulation rate through a streaming technique that bundles sensor segments into multiple micro-batches and extracts into a repository, respectively. Recently, the acquisition process is enhanced with an additional feature of exchanging IoT devices’ dataset comprised of two components: (i) sensory data and (ii) metadata. The body of sensory data includes record information, and the metadata part consists of logs, heterogeneous events, and routing path tables to transmit micro-batch streams into the repository. Real-time acquisition procedure uses the Directed Acyclic Graph (DAG) to extract live query outcomes from in-place micro-batches through MapReduce stages and returns a result set. However, few bottlenecks affect the performance during the execution process, such as (i) homogeneous micro-batches formation only, (ii) complexity of dataset diversification, (iii) heterogeneous data tuples processing, and (iv) linear DAG workflow only. As a result, it produces huge processing latency and the additional cost of extracting event-enabled IoT datasets. Thus, the Spark cluster that processes Resilient Distributed Dataset (RDD) in a fast-pace using Random access memory (RAM) defies expected robustness in processing IoT streams in the distributed computing environment. This paper presents an IoT-enabled Directed Acyclic Graph (I-DAG) technique that labels micro-batches at the stage of building a stream event and arranges stream elements with event labels. In the next step, heterogeneous stream events are processed through the I-DAG workflow, which has non-linear DAG operation for extracting queries’ results in a Spark cluster. The performance evaluation shows that I-DAG resolves homogeneous IoT-enabled stream event issues and provides an effective stream event heterogeneous solution for IoT-enabled datasets in spark clusters. © 2020, The Author(s).",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Koo, J. and FaseehQureshi, N.M. and Siddiqui, I.F. and Abbas, A. and Bashir, A.K.",2020,Journal of Cloud Computing,10.1186/s13677-020-00195-6,scopus-search1.bib;web-of-science-search1.bib
Tantalaki2020117182,Pipeline-Based Linear Scheduling of Big Data Streams in the Cloud,"Nowadays, there is an accelerating need to efficiently and timely handle large amounts of data that arrives continuously. Streams of big data led to the emergence of several Distributed Stream Processing Systems (DSPS) that assign processing tasks to the available resources (dynamically or not) and route streaming data between them. Efficient scheduling of processing tasks can reduce application latencies and eliminate network congestions. However, the available DSPSs' in-built scheduling techniques are far from optimal. In this work, we extend our previous work, where we proposed a linear scheme for the task allocation and scheduling problem. Our scheme takes advantage of pipelines to handle efficiently applications, where there is need for heavy communication (all-to-all) between tasks assigned to pairs of components. In this work, we prove that our scheme is periodic, we provide a communication refinement algorithm and a mechanism to handle many-to-one assignments efficiently. For concreteness, our work is illustrated based on Apache Storm semantics. The performance evaluation depicts that our algorithm achieves load balance and constraints the required buffer space. For throughput testing, we compared our work to the default Storm scheduler, as well as to R-Storm. Our scheme was found to outperform both the other strategies and achieved an average of 25%-40% improvement compared to Storm's default scheduler under different scenarios, mainly as a result of reduced buffering (approximate to 45% less memory). Compared to R-storm, the results indicate an average of 35%-45% improvement.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Tantalaki, N. and Souravlas, S. and Roumeliotis, M. and Katsavounis, S.",2020,IEEE Access,10.1109/ACCESS.2020.3004612,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Stehle2020616,ParPaRaw: Massively parallel parsing of delimiter-separated raw data,"Parsing is essential for a wide range of use cases, such as stream processing, bulk loading, and in-situ querying of raw data. Yet, the compute-intense step often constitutes a major bottleneck in the data ingestion pipeline, since parsing of inputs that require more involved parsing rules is challenging to parallelise. This work proposes a massively parallel algorithm for parsing delimiter-separated data formats on GPUs. Other than the state-of-the-art, the proposed approach does not require an initial sequential pass over the input to determine a thread's parsing context. That is, how a thread, beginning somewhere in the middle of the input, should interpret a certain symbol (e.g., whether to interpret a comma as a delimiter or as part of a larger string enclosed in double-quotes). Instead of tailoring the approach to a single format, we are able to perform a massively parallel finite state machine (FSM) simulation, which is more flexible and powerful, supporting more expressive parsing rules with general applicability. Achieving a parsing rate of as much as 14.2 GB/s, our experimental evaluation on a GPU with 3 584 cores shows that the presented approach is able to scale to thousands of cores and beyond. With an end-to-end streaming approach, we are able to exploit the full-duplex capabilities of the PCIe bus and hide latency from data transfers. Considering the end-to-end performance, the algorithm parses 4:8 GB in as little as 0:44 seconds, including data transfers.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Stehle, E. and Jacobsen, H.-A.",2020,Proceedings of the VLDB Endowment,10.14778/3377369.3377372,scopus-search1.bib;web-of-science-search1.bib;acm2-search1.bib
Hesse20191381,Quantitative impact evaluation of an abstraction layer for data stream processing systems,"With the demand to process ever-growing data volumes, a variety of new data stream processing frameworks have been developed. Moving an implementation from one such system to another, e.g., for performance reasons, requires adapting existing applications to new interfaces. Apache Beam addresses these high substitution costs by providing an abstraction layer that enables executing programs on any of the supported streaming frameworks. In this paper, we present a novel benchmark architecture for comparing the performance impact of using Apache Beam on three streaming frameworks: Apache Spark Streaming, Apache Flink, and Apache Apex. We find significant performance penalties when using Apache Beam for application development in the surveyed systems. Overall, usage of Apache Beam for the examined streaming applications caused a high variance of query execution times with a slowdown of up to a factor of 58 compared to queries developed without the abstraction layer. All developed benchmark artifacts are publicly available to ensure reproducible results. © 2019 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,,,"Hesse, G. and Matthies, C. and Glass, K. and Huegle, J. and Uflacker, M.",2019,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2019.00138,scopus-search1.bib;web-of-science-search1.bib
Renart2019885,An edge-based framework for enabling data-driven pipelines for IoT systems,"Due to the proliferation of the Internet of Things (IoT) paradigm, the number of devices connected to the Internet is growing. These devices are generating unprecedented amounts of data at the edges of the infrastructure. Although the generated data provides great potential, identifying and processing relevant data points hidden in streams of unimportant data, and doing this in near real time, remains a significant challenge. Existing stream processing platforms require the data to be transported to the cloud for processing, resulting in latencies that can prevent timely decision making or may reduce the amount of data processed. To tackle this problem, we designed an IoT Edge Framework, called R-Pulsar, that extends cloud capabilities to local devices and provides a programming model for deciding what, when, and where data get collected and processed. In this paper, we discuss motivating use cases and the architectural design of R-Pulsar. We have deployed and tested R-Pulsar on embedded devices (Raspberry Pi and Android phone) and present an experimental evaluation that demonstrates that R-Pulsar can enable timely data analytics by effectively leveraging edge and cloud resources. © 2019 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Renart, E.G. and Balouek-Thomert, D. and Parashar, M.",2019,"Proceedings - 2019 IEEE 33rd International Parallel and Distributed Processing Symposium Workshops, IPDPSW 2019",10.1109/IPDPSW.2019.00146,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Prosperi201942,Planner: Cost-Efficient Execution Plans Placement for Uniform Stream Analytics on Edge and Cloud,"Stream processing applications handle unbounded and continuous flows of data items which are generated from multiple geographically distributed sources. Two approaches are commonly used for processing: Cloud-based analytics and Edge analytics. The first one routes the whole data set to the Cloud, incurring significant costs and late results from the high latency networks that are traversed. The latter can give timely results but forces users to manually define which part of the computation should be executed on Edge and to interconnect it with the remaining part executed in the Cloud, leading to sub-optimal placements. In this paper, we introduce Planner, a middleware for uniform and transparent stream processing across Edge and Cloud. Planner automatically selects which parts of the execution graph will be executed at the Edge in order to minimize the network cost. Real-world micro-benchmarks show that Planner reduces the network usage by 40% and the makespan (end-to-end processing time) by 15% compared to state-of-the-art. © 2018 IEEE.",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"Prosperi, L. and Costan, A. and Silva, P. and Antoniu, G.",2018,"Proceedings of WORKS 2018: 13th Workshop on Workflows in Support of Large-Scale Science, Held in conjunction with SC 2018: The International Conference for High Performance Computing, Networking, Storage and Analysis",10.1109/WORKS.2018.00010,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Truong2018754,Performance Analysis of Large-Scale Distributed Stream Processing Systems on the Cloud,"Real-time data processing is often a necessity as it can provide insights that have less value if discovered off-line or after the fact. However, large-scale stream processing systems are non-trivial to build and deploy. While there are many frameworks that allow users to create large-scale distributed systems, there remains many challenges in understanding the performance, cost of deployment and considerations and impact of potential (partial) outages on real-time systems performance. Our work considers the performance of Cloud-based stream processing systems in terms of back-pressure and expected utilization. The performance of an exemplar stream application is explored using different Cloud-based virtual machine resources and where the scale of deployment and cost benefits are taken into consideration in relation to the overall performance. To achieve this, we develop an algorithm based on queueing theory to predict the throughput and latency of stream data processing while supporting system stability. Our methodology for making fundamental measurements is applicable to mainstream stream processing frameworks such as Apache Storm and Heron. The method is especially suitable for large-scale distributed stream processing where jobs can run for extended time periods. We benchmark the performance of the system on the national research cloud of Australia (Nectar), and present a performance analysis based on estimating the overall effective utilization. © 2018 IEEE.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,INCLUDED,INCLUDED,EXCLUDED,"Despite the great title, in fact they only tested heron with some unusual metrics that seems to be context specific.","Truong, T.M. and Harwood, A. and Sinnott, R.O. and Chen, S.",2018,"IEEE International Conference on Cloud Computing, CLOUD",10.1109/CLOUD.2018.00103,scopus-search1.bib;web-of-science-search1.bib;ieee3-search1.bib;scholar.bib
Ivanov2018141,Exploratory analysis of spark structured streaming,"In the Big Data era, stream processing has become a common requirement for many data-intensive applications. This has lead to many advances in the development and adaption of large scale streaming systems. Spark and Flink have become a popular choice for many developers as they combine both batch and streaming capabilities in a single system. However, introducing the Spark Structured Streaming in version 2.0 opened up completely new features for SparkSQL, which are alternatively only available in Apache Calcite. This work focuses on the new Spark Structured Streaming and analyses it by diving into its internal functionalities. With the help of a micro-benchmark consisting of streaming queries, we perform initial experiments evaluating the technology. Our results show that Spark Structured Streaming is able to run multiple queries successfully in parallel on data with changing velocity and volume sizes. © 2018 Association for Computing Machinery.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,INCLUDED,INCLUDED,EXCLUDED,single machine,"Ivanov, T. and Taaffe, J.",2018,ICPE 2018 - Companion of the 2018 ACM/SPEC International Conference on Performance Engineering,10.1145/3185768.3186360,scopus-search1.bib;web-of-science-search1.bib;acm3-search1.bib
Dayarathna20171443,Energy consumption analysis of data stream processing: a benchmarking approach,"Energy efficiency of data analysis systems has become a very important issue in recent times because of the increasing costs of data center operations. Although distributed streaming workloads have increasingly been present in modern data centers, energy-efficient scheduling of such applications remains as a significant challenge. In this paper, we conduct an energy consumption analysis of data stream processing systems in order to identify their energy consumption patterns. We follow stream system benchmarking approach to solve this issue. Specifically, we implement Linear Road benchmark on six stream processing environments (S4, Storm, ActiveMQ, Esper, Kafka, and Spark Streaming) and characterize these systems' performance on a real-world data center. We study the energy consumption characteristics of each system with varying number of roads as well as with different types of component layouts. We also use a microbenchmark to capture raw energy consumption characteristics. We observed that S4, Esper, and Spark Streaming environments had highest average energy consumption efficiencies compared with the other systems. Using a neural networkbased technique with the power/performance information gathered from our experiments, we developed a model for the power consumption behavior of a streaming environment. We observed that energy-efficient execution of streaming application cannot be specifically attributed to the system CPU usage. We observed that communication between compute nodes with moderate tuple sizes and scheduling plans with balanced system overhead produces better power consumption behaviors in the context of data stream processing systems. Copyright © 2016 John Wiley & Sons, Ltd. Copyright © 2016 John Wiley & Sons, Ltd.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,,,"Dayarathna, M. and Li, Y. and Wen, Y. and Fan, R.",2017,Software - Practice and Experience,10.1002/spe.2458,scopus-search1.bib;web-of-science-search1.bib
